time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010449650000	17.2766	18.7912	4.74024	2.43575	0.535413	radar	1.68985	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1138	18.928	4.70506	2.46069	0.534245	lidar	0.331273	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9465	19.0979	4.7119	2.4734	0.515433	radar	3.14224	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7294	19.2132	4.71332	2.5133	0.528816	lidar	2.65031	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5399	19.3665	4.72921	2.5361	0.526874	radar	3.2331	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3157	19.526	4.78737	2.56212	0.525623	lidar	0.879945	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0933	19.6109	4.77049	2.60944	0.552951	radar	9.99164	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.888	19.7543	4.79262	2.63005	0.545924	lidar	0.790114	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.699	19.8778	4.76599	2.63862	0.512453	radar	3.33909	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4688	20.0292	4.82487	2.6575	0.50504	lidar	1.41665	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2584	20.1704	4.8444	2.66929	0.486876	radar	5.819	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0683	20.3014	4.83235	2.68194	0.476031	lidar	1.92788	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8387	20.3853	4.83176	2.71651	0.489838	radar	2.02308	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6225	20.5039	4.84326	2.7338	0.482874	lidar	0.686071	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3867	20.592	4.86014	2.76691	0.498529	radar	1.22077	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1403	20.6666	4.87586	2.79832	0.504408	lidar	0.704156	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9036	20.7387	4.88447	2.8314	0.518418	radar	0.374917	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6306	20.8031	4.93077	2.86514	0.525064	lidar	1.7438	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3819	20.8357	4.9396	2.91393	0.562203	radar	2.56806	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.136	20.8786	4.93989	2.9456	0.565557	lidar	0.171091	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
