time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010458300000	-10.1135	-6.86989	5.05647	3.9123	-0.247295	lidar	0.907102	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458400000	-10.5621	-7.22614	5.14609	3.8645	-0.271054	lidar	2.71247	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458500000	-11.0327	-7.55099	5.21758	3.81023	-0.299276	lidar	2.27634	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458600000	-11.3505	-7.82733	5.0756	3.79595	-0.284061	lidar	5.29905	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458700000	-11.7039	-8.04716	4.93751	3.75684	-0.296762	lidar	4.90617	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458800000	-12.1154	-8.25426	4.87652	3.7031	-0.322815	lidar	1.77506	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458900000	-12.5114	-8.43579	4.79026	3.6525	-0.343036	lidar	2.35726	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010459000000	-13.0337	-8.64293	4.89519	3.58657	-0.37522	lidar	4.09792	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459100000	-13.4632	-8.76458	4.81395	3.52372	-0.402881	lidar	2.5921	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459200000	-13.9332	-8.95004	4.8508	3.4848	-0.400956	lidar	0.341047	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459300000	-14.399	-9.12944	4.87549	3.45333	-0.391573	lidar	0.259436	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459400000	-14.9248	-9.19002	4.90967	3.37228	-0.435055	lidar	2.66566	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459500000	-15.4653	-9.37467	5.03485	3.35283	-0.40816	lidar	4.74244	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459600000	-15.9886	-9.50945	5.09329	3.3241	-0.394731	lidar	1.05775	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459700000	-16.4785	-9.51829	5.04866	3.25586	-0.425412	lidar	1.62459	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459800000	-17.0173	-9.51626	5.08619	3.18956	-0.449824	lidar	1.07902	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459900000	-17.5293	-9.54456	5.0959	3.15065	-0.443326	lidar	0.0750688	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010460000000	-18.0229	-9.49897	5.06758	3.09092	-0.459867	lidar	0.535482	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460100000	-18.4634	-9.51465	4.9782	3.06916	-0.435641	lidar	2.719	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460200000	-18.9572	-9.48422	4.97689	3.03248	-0.428417	lidar	0.0665175	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460300000	-19.4116	-9.30945	4.92542	2.94319	-0.477912	lidar	3.77014	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460400000	-19.8855	-9.1203	4.9266	2.86123	-0.513869	lidar	1.65328	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460500000	-20.3127	-9.18089	4.82157	2.89557	-0.425137	lidar	12.8496	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460600000	-20.7454	-9.00559	4.78874	2.8306	-0.449159	lidar	1.00411	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460700000	-21.152	-8.84663	4.72505	2.7807	-0.455154	lidar	1.04691	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460800000	-21.5714	-8.73498	4.67404	2.76045	-0.429294	lidar	1.49288	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460900000	-21.9957	-8.55776	4.6644	2.71926	-0.427582	lidar	0.0265436	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010461000000	-22.4597	-8.36036	4.72274	2.68368	-0.419495	lidar	0.924872	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461100000	-22.8935	-7.99315	4.82561	2.58268	-0.479885	lidar	7.15264	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461200000	-23.3389	-7.68142	4.91153	2.52381	-0.49016	lidar	1.95485	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
